"path","cc"
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Q-3.x3p",175
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Q-4.x3p",NA
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Q-5.x3p",200
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Q-6.x3p",125
"images/Hamby (2009) Barrel/bullets/Ukn Bullet S-1.x3p",175
"images/Hamby (2009) Barrel/bullets/Ukn Bullet S-2.x3p",150
"images/Hamby (2009) Barrel/bullets/Ukn Bullet S-3.x3p",200
"images/Hamby (2009) Barrel/bullets/Ukn Bullet S-4.x3p",325
"images/Hamby (2009) Barrel/bullets/Ukn Bullet S-5.x3p",150
"images/Hamby (2009) Barrel/bullets/Ukn Bullet S-6.x3p",150
"images/Hamby (2009) Barrel/bullets/Ukn Bullet U-1.x3p",150
"images/Hamby (2009) Barrel/bullets/Ukn Bullet U-2.x3p",200
"images/Hamby (2009) Barrel/bullets/Ukn Bullet U-3.x3p",150
"images/Hamby (2009) Barrel/bullets/Ukn Bullet U-4.x3p",NA
"images/Hamby (2009) Barrel/bullets/Ukn Bullet U-5.x3p",100
"images/Hamby (2009) Barrel/bullets/Ukn Bullet U-6.x3p",100
"images/Hamby (2009) Barrel/bullets/Ukn Bullet X-1.x3p",125
"images/Hamby (2009) Barrel/bullets/Ukn Bullet X-2.x3p",275
"images/Hamby (2009) Barrel/bullets/Ukn Bullet X-3.x3p",125
"images/Hamby (2009) Barrel/bullets/Ukn Bullet X-4.x3p",175
"images/Hamby (2009) Barrel/bullets/Ukn Bullet X-5.x3p",175
"images/Hamby (2009) Barrel/bullets/Ukn Bullet X-6.x3p",175
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Y-1.x3p",225
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Y-2.x3p",150
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Y-3.x3p",150
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Y-4.x3p",225
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Y-5.x3p",150
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Y-6.x3p",175
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Z-1.x3p",225
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Z-2.x3p",200
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Z-3.x3p",175
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Z-4.x3p",100
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Z-5.x3p",125
"images/Hamby (2009) Barrel/bullets/Ukn Bullet Z-6.x3p",175
