"bullet","x","sd"
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-5.x3p",400,2.29039902950924
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-5.x3p",425,2.28790986244485
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-5.x3p",450,1.05626276360486
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-5.x3p",475,1.14828116144502
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-5.x3p",50,2.23477517831338
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-5.x3p",500,1.14972108681844
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-5.x3p",75,1.62858589499464
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",100,2.00055754248687
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",125,2.13852536358887
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",150,2.185955481573
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",175,2.23962471701949
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",200,2.25026488893181
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",225,2.27486263539601
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",25,1.98232976921499
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",250,2.30766338783091
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",275,0.830460271723498
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",300,0.842877347705768
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",325,0.771209499302744
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",350,0.804207638280128
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",375,0.871672920381266
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",400,0.89532041407183
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",425,0.854945821697263
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",450,0.901261394527185
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",475,0.870312470356086
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",50,1.30379775736801
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",500,0.888117673603992
"app/images/Hamby252_3DX3P1of2//Br8 Bullet 2-6.x3p",75,1.19444978578369
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",100,1.19620729590541
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",125,1.55978198371189
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",150,1.67965070751374
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",175,2.05202971397345
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",200,2.27263539074558
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",225,1.67485295688305
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",25,0.733735948488587
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",250,1.76377462715548
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",275,2.09007170739659
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",300,2.08860658578479
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",325,2.09105173342835
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",350,1.993278270342
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",375,1.84059377759686
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",400,1.71184947063437
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",425,1.61740506275765
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",450,1.54430412128677
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",475,1.46904359843426
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",50,1.96911861935261
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",500,1.35054701891025
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-1.x3p",75,1.14114004521651
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",100,2.4158774777622
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",125,2.72856197848381
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",150,2.88895744977863
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",175,3.05132695454087
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",200,3.27654282946691
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",225,3.18741915789527
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",25,2.56649570204577
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",250,2.42004316947274
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",275,2.35559551958607
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",300,2.1696770840124
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",325,2.11064069196107
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",350,2.44490894564671
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",375,2.74258551838869
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",400,2.60259140988635
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",425,2.37800819802504
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",450,2.20036888031041
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",475,2.3863007489289
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",50,2.59177877694745
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",500,2.22387700665787
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-2.x3p",75,2.88438231483879
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",100,0.9911203945818
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",125,1.30496510611674
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",150,1.33928558608111
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",175,1.38439715772979
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",200,1.40724893814319
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",225,1.43717708731445
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",25,0.397373914511048
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",250,1.4371813760227
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",275,1.43323440659599
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",300,1.40942632142045
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",325,1.34364169121037
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",350,1.23420449367328
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",375,1.13167827517995
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",400,1.06676051878729
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",425,1.02174049372538
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",450,0.994724545239968
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",475,0.994467990303247
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",50,2.52243519649801
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",500,1.01559554231688
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-3.x3p",75,1.66121196459028
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",100,2.15060438179777
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",125,2.03451686530214
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",150,1.29450727094717
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",175,1.27500352072043
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",200,1.25097348543836
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",225,1.23595669750842
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",25,1.60397611144681
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",250,1.23453104699523
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",275,1.19747279517051
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",300,1.14212075511461
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",325,1.08995978658711
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",350,1.02093246788739
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",375,0.973587529544076
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",400,0.966631089719195
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",425,0.994868621299339
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",450,1.0054154211976
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",475,1.09140976306643
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",50,2.38088796226904
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",500,1.20968178726853
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-4.x3p",75,1.12665296480641
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",100,1.37971730056835
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",125,1.60756586075632
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",150,1.71471054756835
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",175,1.29017308476932
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",200,0.7618780034279
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",225,0.719239864956641
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",25,2.66327384786271
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",250,0.735815931450203
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",275,0.730259299903231
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",300,0.712611038069235
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",325,0.693496543472097
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",350,0.68194318194998
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",375,0.664313364819093
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",400,0.635452196961977
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",425,0.582490487087905
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",450,0.579809098435159
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",475,0.589125074100303
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",50,2.4251196904106
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",500,0.582330664313678
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-5.x3p",75,1.66011634884048
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",100,1.75974108984876
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",125,1.74682841463608
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",150,1.38099129369538
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",175,1.40860606811926
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",200,2.05903523776507
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",225,2.31378841263446
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",25,2.27417569475008
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",250,2.26636262010083
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",275,2.3478887328916
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",300,2.42237793070236
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",325,2.41297248303513
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",350,2.35039132906606
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",375,2.34997824406619
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",400,2.35643508327702
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",425,2.36243324090043
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",450,2.3520802122105
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",475,2.3562891128198
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",50,1.86878572640383
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",500,1.24630082018368
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 1-6.x3p",75,2.03569412287278
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",100,1.71398998863979
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",125,1.56444466657604
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",150,1.53679029851372
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",175,1.46747673805935
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",200,1.44688762416931
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",225,1.43659057419176
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",25,1.44081725565775
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",250,2.15000314552388
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",275,1.40762623214105
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",300,1.39721127921553
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",325,1.33341446963683
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",350,1.25180044743263
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",375,1.11493360333341
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",400,1.08625877294402
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",425,1.03673755519258
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",450,1.00266570983997
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",475,0.979684311346439
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",50,1.68525455195118
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",500,0.997587846511414
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-1.x3p",75,1.71992820074568
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",100,1.80323756851987
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",125,2.17383371994561
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",150,1.74594825853201
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",175,1.79762233225813
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",200,1.76687870671825
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",225,1.76275219829698
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",25,0.451638069959896
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",250,1.74614147271517
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",275,1.72906900835488
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",300,1.69513727676801
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",325,1.66063124076417
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",350,1.59440547743972
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",375,1.56027998494296
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",400,1.4236071405704
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",425,1.24861314540477
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",450,1.11821890520043
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",475,1.00100107721027
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",50,1.16900403163199
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",500,0.930789716430983
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-2.x3p",75,2.03118857667767
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",100,1.23823104128404
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",125,1.77635786972691
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",150,1.27998043793545
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",175,2.23989760491725
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",200,2.29947091053364
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",225,2.32463171350766
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",25,0.517723163754832
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",250,2.33210073358763
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",275,2.41072150732254
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",300,2.36532394127772
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",325,2.35758738765186
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",350,2.32746733012389
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",375,2.34161521831328
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",400,0.857034232891226
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",425,0.801678643937798
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",450,0.804287560362183
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",475,0.782772328147908
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",50,1.98333802069145
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",500,0.795990150735872
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-3.x3p",75,1.48264608113499
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",100,1.40748565121575
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",125,1.7827624354336
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",150,1.7469366113587
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",175,1.51132036144412
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",200,1.53109228834686
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",225,1.72246010389337
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",25,1.54626985053365
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",250,2.03153415598475
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",275,2.32298874492929
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",300,2.730141993588
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",325,2.76969234240084
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",350,2.87021152016752
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",375,2.75905609106128
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",400,2.60377702107214
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",425,2.3739992069246
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",450,2.34607276512106
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",475,2.21365292405432
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",50,2.42672697358037
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",500,1.97125761567494
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-4.x3p",75,1.78158471381538
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",100,1.25480901080012
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",125,1.32056310899889
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",150,1.33698838997365
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",175,1.28725447326786
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",200,1.28328425841911
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",225,1.23362373023617
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",25,1.95933381550338
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",250,1.15497485231654
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",275,1.12198891701135
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",300,1.14288838698269
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",325,1.0886740248356
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",350,1.0109976058621
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",375,0.941919698878768
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",400,0.947281050450138
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",425,0.955829017134921
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",450,1.01514887486654
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",475,1.03035958035816
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",50,1.20059378841706
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",500,1.00064534066945
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-5.x3p",75,1.22285820950559
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",100,1.5375987276286
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",125,1.54273400094289
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",150,0.884209520602403
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",175,0.689801376175572
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",200,0.743714511189954
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",225,0.738574468118141
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",25,1.46934696587725
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",250,0.715775155676064
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",275,0.700063446175963
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",300,0.682390056764579
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",325,0.682336598742002
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",350,0.6605674065854
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",375,0.63042957183425
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",400,0.65574262211408
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",425,0.724944490517611
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",450,0.727699463480188
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",475,0.695239135699054
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",50,1.24445242403415
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",500,0.879625465512228
"app/images/Hamby252_3DX3P1of2//Br9 Bullet 2-6.x3p",75,1.74600481499681
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",100,1.59413222632789
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",125,0.461809048115833
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",150,0.47730590365295
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",175,0.485007655137633
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",200,0.542515889335939
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",225,0.58119898554294
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",25,2.51346245562203
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",250,0.592999014926261
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",275,0.62217465235727
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",300,0.689506776160625
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",325,0.744010622141707
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",350,0.769392786130902
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",375,0.804505549985927
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",400,0.861976828399659
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",425,0.886897373818771
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",450,0.973124825501281
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",475,1.06571933196046
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",50,2.2180848172196
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",500,1.05288310428892
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-1.x3p",75,2.05475547001887
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",100,1.53838203322996
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",125,0.525520519176996
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",150,0.576152752448893
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",175,0.726185763711077
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",200,1.20675004098897
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",225,1.51413892960948
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",25,1.04822847079969
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",250,1.83087035398959
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",275,1.94296656075103
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",300,1.97554135277514
"app/images/Hamby252_3DX3P2of2//Ukn Bullet B-2.x3p",325,1.6672174164616
