"bullet","x","sd"
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-5.x3p",400,0.593053865348024
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-5.x3p",425,0.621862112631118
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-5.x3p",450,0.661241591694573
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-5.x3p",475,0.717282843324793
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-5.x3p",50,3.10138105809305
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-5.x3p",500,0.739960678201412
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-5.x3p",75,1.50749271619783
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",100,1.6865382701822
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",125,1.77926774173534
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",150,1.79886838564708
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",175,1.87623990874973
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",200,1.83575452131346
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",225,1.87440800902301
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",25,0.921827099176647
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",250,1.86055478327983
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",275,1.83139033844461
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",300,1.77980121766955
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",325,1.82355732468526
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",350,1.77561702305235
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",375,1.75376102685294
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",400,1.69390458485623
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",425,1.66259616339302
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",450,1.61092125150772
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",475,1.56482701232759
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",50,2.98244076101639
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",500,1.5076697441221
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 1-6.x3p",75,1.69723613775663
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",100,1.52102855644319
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",125,1.27888166218057
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",150,1.26878129486681
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",175,1.27887100525269
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",200,1.31133906149975
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",225,1.27638679871909
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",25,1.7947790142525
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",250,1.26309412973917
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",275,1.2145320940683
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",300,1.16043619044029
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",325,1.11453696641116
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",350,0.995580421760373
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",375,0.876913669244931
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",400,0.777909060148848
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",425,0.691310568586345
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",450,0.660403360474805
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",475,0.622142674877619
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",50,1.43338147696233
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",500,0.578773272804495
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-1.x3p",75,1.9625759649137
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",100,1.84180011218004
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",125,2.36426407638994
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",150,2.79806230693587
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",175,2.4276705565344
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",200,2.31621910348858
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",225,2.09428036026751
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",25,0.449614991106174
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",250,1.94299727968102
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",275,1.84161845126416
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",300,1.81506023615155
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",325,1.78856668887817
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",350,1.76549899918911
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",375,1.77398476739365
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",400,1.77595758082224
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",425,1.74025459267625
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",450,1.68942441631034
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",475,1.64888153169127
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",50,0.461458216763833
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",500,1.58860828952085
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-2.x3p",75,2.60135125301322
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",100,2.39311234458604
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",125,2.23505047002145
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",150,1.67332703051557
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",175,1.69579616313366
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",200,1.73177355508135
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",225,1.72231589491621
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",25,1.71336574839905
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",250,1.69406884806317
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",275,1.70424807774431
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",300,1.67993998765325
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",325,1.60292233168383
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",350,1.53750985719358
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",375,1.48668919936294
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",400,1.39794487755418
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",425,1.26471294970235
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",450,1.20855285232722
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",475,1.13045019506291
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",50,1.3576306077711
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",500,1.08434290499813
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-3.x3p",75,1.62460378494282
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",100,1.84084712989047
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",125,1.07807360847025
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",150,1.18655759876572
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",175,0.48103434919379
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",200,0.507760075666624
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",225,0.543910792839421
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",25,1.51863065601843
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",250,0.608172772601906
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",275,0.641194602824378
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",300,0.707997006119726
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",325,0.702453639268738
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",350,0.745072132440541
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",375,0.767669993255591
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",400,0.774163006188191
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",425,0.799776640417791
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",450,0.771130681083616
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",475,0.749207131953847
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",50,1.41947418711769
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",500,0.744994396203279
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-4.x3p",75,1.2060961377088
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",100,0.977275554763961
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",125,1.0848115422553
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",150,1.15898989271187
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",175,1.18338333431948
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",200,1.19233194251564
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",225,1.23023038533173
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",25,2.83258055064982
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",250,1.22339754219368
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",275,1.24384802704558
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",300,1.23309127170408
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",325,1.20628328669889
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",350,1.20229946369209
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",375,1.13717736025828
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",400,1.07163304065877
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",425,0.976574789982083
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",450,0.915992943830324
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",475,0.89505141750019
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",50,2.35891954060944
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",500,0.971988490218268
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-5.x3p",75,1.78545057617193
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",100,1.61266798191317
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",125,1.17291654131742
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",150,0.921458197648476
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",175,1.95595742399078
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",200,1.00809043005616
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",225,1.05907510821095
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",25,0.519057978462622
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",250,1.0816494918274
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",275,1.08227197226961
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",300,1.07964843135982
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",325,1.07517131062
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",350,1.0640761523628
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",375,1.02647826487264
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",400,1.07055810179072
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",425,0.973545993015755
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",450,0.944592165032579
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",475,0.906730508265929
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",50,1.77480264445227
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",500,0.876810791782758
"app/images/Hamby252_3DX3P1of2//Br4 Bullet 2-6.x3p",75,1.73562131631666
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",100,2.08351013740925
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",125,1.27565318676833
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",150,0.93917730987318
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",175,0.926987657518799
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",200,0.941210251025628
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",225,0.930922978896706
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",25,1.45811411003806
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",250,0.930441725074084
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",275,0.956019777643453
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",300,0.965382773648513
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",325,0.970976535129116
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",350,0.927398108347193
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",375,0.94776458699199
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",400,0.913405863618818
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",425,0.79847439353075
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",450,0.730384859417585
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",475,0.66586399687248
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",50,1.58943377331858
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",500,0.63229414621597
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-1.x3p",75,2.55131645739407
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",100,1.6467033997198
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",125,1.3237516216333
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",150,1.40566441880231
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",175,1.43762975805318
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",200,1.45417170905638
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",225,1.46439326946003
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",25,2.04724695565401
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",250,1.46386459445042
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",275,1.45053776979531
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",300,1.4269587569624
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",325,1.42160787130893
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",350,1.37327482331248
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",375,1.31101426162548
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",400,1.24986238739198
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",425,1.18111421608979
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",450,1.17851140992907
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",475,1.10773903585552
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",50,2.59979757662785
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",500,1.03072804523295
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-2.x3p",75,1.64321870254945
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",100,1.30654877261289
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",125,1.35535297665886
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",150,1.31957018168809
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",175,1.32385024963063
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",200,1.31204536222213
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",225,1.29717225896424
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",25,2.5240000725351
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",250,1.24965233997908
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",275,1.2244440504662
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",300,1.22269830717114
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",325,1.1775545513499
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",350,1.11345652394944
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",375,0.971892224520801
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",400,0.898806311367381
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",425,0.850673568206333
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",450,0.815892997663398
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",475,0.804403095141654
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",50,2.29153381319977
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",500,0.844631786030903
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-3.x3p",75,2.10773517947096
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",100,2.83058429223732
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",125,2.02831967595319
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",150,1.24384989418744
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",175,1.28323801227903
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",200,1.28248669930644
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",225,1.26315275478421
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",25,0.856874819435931
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",250,1.22227686812596
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",275,1.20024930446895
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",300,1.13948898261779
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",325,1.0794560147478
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",350,1.03332089636163
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",375,1.00411004898523
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",400,0.927275630678572
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",425,0.864192718365352
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",450,0.832064707601385
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",475,0.905486542736573
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",50,1.85679691870562
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",500,0.858784725381854
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-4.x3p",75,1.5581201913207
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",100,2.30564545837647
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",125,1.62241275882249
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",150,0.745525565330066
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",175,0.566795263381646
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",200,0.571861516504115
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",225,0.66822120298018
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",25,1.64489129246062
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",250,0.626469479646906
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",275,0.631907643635214
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",300,0.64581921681746
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",325,0.658894851574706
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",350,0.648801703994274
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",375,0.639266232151947
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",400,0.669582577934212
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",425,0.691844236135279
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",450,0.782644783857672
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",475,0.835413086665172
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",50,1.90930241853055
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",500,0.871120935559821
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-5.x3p",75,1.74677045909216
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",100,1.98149289707251
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",125,1.49220547813329
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",150,1.23461410243519
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",175,1.3041853767048
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",200,1.38226215236644
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",225,1.37541707000015
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",25,2.26120878571795
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",250,1.42256031906143
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",275,1.45648443546253
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",300,1.45538499316682
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",325,1.46803800985772
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",350,1.42806719380866
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",375,1.4093701593699
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",400,1.31856762445321
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",425,1.28480877826125
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",450,1.20640931048639
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",475,1.03670221609771
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",50,2.19624058678063
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",500,0.816675980493129
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 1-6.x3p",75,3.05099922510905
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",100,2.44446711915957
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",125,1.21214524292145
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",150,0.6299189286578
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",175,0.606631955373978
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",200,0.588131613816584
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",225,0.624442085569794
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",25,2.21051727585511
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",250,0.624512057018613
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",275,0.607695334199534
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",300,0.586110684469889
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",325,0.590907242394026
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",350,0.618417686191348
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",375,0.70238122911159
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",400,0.810918283597503
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",425,0.87464539294564
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",450,0.937758404876802
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",475,0.979552470493858
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",50,1.71538255171691
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",500,1.00725479336942
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-1.x3p",75,1.84628164272602
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",100,1.72203446553262
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",125,1.31153206977277
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",150,1.35695038545014
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",175,1.37148885120359
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",200,1.41450560159223
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",225,1.4073583962102
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",25,0.774517985640736
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",250,1.4018404946701
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",275,1.43391317631723
"app/images/Hamby252_3DX3P1of2//Br5 Bullet 2-2.x3p",300,1.44138359385905
