"b2","b1","ccf","lag","D","sd.D","x1","x2","signature.length","matches.per.mm","mismatches.per.mm","cms.per.mm","cms2.per.mm","non_cms.per.mm","left_cms.per.mm","right_cms.per.mm","left_noncms.per.mm","right_noncms.per.mm","sumpeaks.per.mm","data","id.x","id.y","match","span"
"Ukn Bullet B-2","Br8 Bullet 1-5",0.278962536970328,-332.8125,3.28378247452925,3.15106683589517,100,240.625,1.978125,2.52764612954186,28.3096366508689,1.01105845181675,0.505529225908373,10.1105845181675,0,0,10.1105845181675,7.58293838862559,0.689721237370129,"data-nist/unkn2-nist.RData",47,39,FALSE,1
"Ukn Bullet B-2","Br2 Bullet 2-3",0.305910337659606,1323.4375,3.15224945264311,3.32367211486825,120.3125,240.625,1.928125,0,73.128038897893,0,0,73.128038897893,0,0,73.128038897893,73.128038897893,0,"data-nist/unkn2-nist.RData",8,39,FALSE,1
"Ukn Bullet B-2","Br9 Bullet 2-6",0.475058856136914,-1659.375,7.45453866168574,3.48767663530006,20.3125,240.625,2.059375,0,81.092564491654,0,0,81.092564491654,0,0,81.092564491654,81.092564491654,0,"data-nist/unkn2-nist.RData",53,39,FALSE,1
"Ukn Bullet B-2","Br1 Bullet 2-3",0.397680009897399,28.125,13.6425221454384,5.08678771111484,220.3125,240.625,2.165625,3.23232323232323,30.9379509379509,0.461760461760462,0.461760461760462,9.6969696969697,0,0,2.30880230880231,9.6969696969697,2.66406187777886,"data-nist/unkn2-nist.RData",1,39,FALSE,1
"Ukn Bullet B-2","Br7 Bullet 1-5",0.299185654719349,-184.375,2.97784794566653,3.04560933155458,159.375,240.625,1.9375,3.09677419354839,23.741935483871,1.03225806451613,0.516129032258065,6.70967741935484,0,0,6.70967741935484,3.61290322580645,1.75460166630756,"data-nist/unkn2-nist.RData",35,39,FALSE,1
"Ukn Bullet B-2","Br4 Bullet 1-6",0.356042371229907,-40.625,3.77256889264716,3.7128148059327,100,240.625,1.925,0.519480519480519,22.3376623376623,0.519480519480519,0,16.1038961038961,0,0,6.23376623376623,16.1038961038961,0.34434727038094,"data-nist/unkn2-nist.RData",42,39,FALSE,1
"Ukn Bullet B-2","Br10 Bullet 1-4",0.364135260959909,350,1.64735112669171,3.21854154215769,200,240.625,1.884375,6.3681592039801,38.2089552238806,3.18407960199005,1.59203980099502,18.0431177446103,0,0,6.89883913764511,18.0431177446103,6.14413167863004,"data-nist/unkn2-nist.RData",58,39,FALSE,1
"Ukn Bullet B-2","Br7 Bullet 1-1",0.306307144088014,-1337.5,9.39636642285055,3.62309443494653,140.625,240.625,1.9421875,1.02976669348351,61.2711182622687,0.514883346741754,0.514883346741754,32.9525341914722,0,0,32.9525341914722,23.1697506033789,0.663546058934337,"data-nist/unkn2-nist.RData",31,39,FALSE,1
"Ukn Bullet B-2","Br1 Bullet 2-2",0.293973773519925,-1190.625,9.67422479728048,3.86147511585047,159.375,240.625,1.9453125,1.0281124497992,58.0883534136546,0.514056224899598,0,37.0120481927711,0,0,37.0120481927711,20.0481927710843,0.300792237369243,"data-nist/unkn2-nist.RData",6,39,FALSE,1
"Ukn Bullet B-2","Br9 Bullet 2-4",0.432046640020776,-920.3125,11.1766700491117,4.97668755264029,300,240.625,1.9328125,2.06952303961196,49.1511721907842,1.03476151980598,0.517380759902991,25.3516572352466,0,0,25.3516572352466,16.0388035569927,4.34076263576911,"data-nist/unkn2-nist.RData",51,39,FALSE,1
"Ukn Bullet B-2","Br1 Bullet 1-3",0.299698235392693,-1254.6875,6.1851965048885,3.42224567275931,79.6875,240.625,1.94375,1.54340836012862,64.3086816720257,1.02893890675241,0.514469453376206,31.8971061093248,0,0,31.8971061093248,24.1800643086817,3.23033388944837,"data-nist/unkn2-nist.RData",3,39,FALSE,1
"Ukn Bullet B-2","Br10 Bullet 2-2",0.337092042590427,-660.9375,4.55648014594492,3.2670048124516,200,240.625,1.9546875,1.02318145483613,40.9272581934452,0.511590727418066,0.511590727418066,23.021582733813,0,0,23.021582733813,10.2318145483613,2.17343904271495,"data-nist/unkn2-nist.RData",60,39,FALSE,1
"Ukn Bullet B-2","Br5 Bullet 2-1",0.445576409650343,-359.375,3.10804407946112,2.65854287376909,140.625,240.625,1.959375,7.1451355661882,28.5805422647528,2.0414673046252,1.0207336523126,7.6555023923445,0,0,7.1451355661882,7.6555023923445,4.1936361596332,"data-nist/unkn2-nist.RData",23,39,FALSE,1
"Ukn Bullet B-2","Br4 Bullet 2-3",0.286273488463358,-59.375,4.45079007394424,3.86116115618223,140.625,240.625,1.9625,2.03821656050955,23.4394904458599,0.509554140127389,0.509554140127389,9.68152866242038,0,0,4.07643312101911,9.68152866242038,2.07221796431439,"data-nist/unkn2-nist.RData",37,39,FALSE,1
"Ukn Bullet B-2","Br9 Bullet 2-5",0.220595156563454,1517.1875,4.46089237356836,3.27829940210771,100,240.625,1.921875,1.04065040650407,78.0487804878049,1.04065040650407,0.520325203252033,47.349593495935,0,0,30.6991869918699,47.349593495935,3.76788639548713,"data-nist/unkn2-nist.RData",52,39,FALSE,1
"Ukn Bullet B-2","Br6 Bullet 1-5",0.291586344412236,-534.375,4.25414917112622,3.35457452834136,120.3125,240.625,1.934375,3.10177705977383,38.7722132471729,1.55088852988691,0.516962843295638,17.0597738287561,0,0,10.8562197092084,17.0597738287561,2.62443839824251,"data-nist/unkn2-nist.RData",29,39,FALSE,1
"Ukn Bullet B-2","Br4 Bullet 2-5",0.237600252428036,-357.8125,4.16846445632462,3.09548096864084,120.3125,240.625,1.9296875,3.62753036437247,34.2024291497976,1.03643724696356,0.518218623481781,11.919028340081,0,0,11.919028340081,8.80971659919028,2.15340390684126,"data-nist/unkn2-nist.RData",39,39,TRUE,1
"Ukn Bullet B-2","Br2 Bullet 2-4",0.417221414244575,57.8125,1.49972733405777,3.20678944030375,179.6875,240.625,1.9484375,3.59262229350441,30.7939053728949,1.53969526864475,0.513231756214916,11.2910986367281,0,0,2.05292702485966,10.2646351242983,3.08764600363519,"data-nist/unkn2-nist.RData",9,39,FALSE,1
"Ukn Bullet B-2","Br7 Bullet 2-4",0.313147361248532,-1726.5625,12.499941941143,3.37256343704509,100,240.625,1.9359375,0,87.8127522195319,0,0,87.8127522195319,0,0,87.8127522195319,87.8127522195319,0,"data-nist/unkn2-nist.RData",33,39,FALSE,1
"Ukn Bullet B-2","Br2 Bullet 1-3",0.478186106113667,-20.3125,1.47326426255493,3.1797150510248,140.625,240.625,1.884375,3.71475953565506,28.1260364842454,0.530679933665008,0.530679933665008,9.55223880597015,0,0,1.59203980099502,9.55223880597015,3.86317703026163,"data-nist/unkn2-nist.RData",9,39,FALSE,1
"Ukn Bullet B-2","Br6 Bullet 2-1",0.428698594134379,-614.0625,3.22810565197856,3.85350224717046,100,240.625,2.0515625,2.92460015232292,40.4569687738005,0.974866717440975,0.487433358720487,14.6230007616146,0,0,11.6984006092917,14.6230007616146,2.77700107389026,"data-nist/unkn2-nist.RData",28,39,FALSE,1
"Ukn Bullet B-2","Br4 Bullet 2-4",0.30071356094246,59.375,1.43371556190852,2.48315471410003,159.375,240.625,1.9609375,6.62948207171315,29.0677290836653,2.54980079681275,1.0199203187251,9.1792828685259,0,0,6.1195219123506,9.1792828685259,4.37917234862166,"data-nist/unkn2-nist.RData",38,39,FALSE,1
"Ukn Bullet B-2","Br1 Bullet 1-5",0.249551099371203,0,3.16755050814869,3.55192341698574,59.375,240.625,1.9203125,5.72823433685924,27.59967453214,1.04149715215622,0.520748576078112,7.29048006509357,0,0,2.08299430431245,7.29048006509357,6.24597873078963,"data-nist/unkn2-nist.RData",5,39,FALSE,1
"Ukn Bullet B-2","Br2 Bullet 2-6",0.234614627026221,67.1875,4.30837645877735,3.7703455871043,140.625,240.625,2.13125,4.22287390029325,23.9296187683284,0.93841642228739,0.469208211143695,7.03812316715543,0,0,2.34604105571847,7.03812316715543,4.56688190044837,"data-nist/unkn2-nist.RData",11,39,FALSE,1
"Ukn Bullet B-2","Br8 Bullet 2-1",0.34240646720488,-1240.625,5.4041392117567,3.59013159924725,220.3125,240.625,1.93125,2.58899676375405,56.4401294498382,1.03559870550162,0.517799352750809,31.0679611650485,0,0,31.0679611650485,18.1229773462783,0.646533391126016,"data-nist/unkn2-nist.RData",43,39,FALSE,1
"Ukn Bullet B-2","Br4 Bullet 1-4",0.276760695413138,359.375,1.9421954447802,3.13288396881272,100,240.625,1.9234375,6.23883021933388,40.5523964256702,2.59951259138911,1.55970755483347,16.1169780666125,0,0,9.87814784727864,16.1169780666125,8.62537656086291,"data-nist/unkn2-nist.RData",40,39,FALSE,1
"Ukn Bullet B-2","Br3 Bullet 2-5",0.380731060738781,-1298.4375,7.20885103418847,4.41107560257971,179.6875,240.625,1.9453125,1.5421686746988,65.7991967871486,0.514056224899598,0.514056224899598,31.8714859437751,0,0,31.8714859437751,29.3012048192771,0.794925746226518,"data-nist/unkn2-nist.RData",15,39,FALSE,1
"Ukn Bullet B-2","Br8 Bullet 1-1",0.270955446635108,-1301.5625,9.06110281380224,3.29071866287577,140.625,240.625,1.921875,1.04065040650407,65.0406504065041,0.520325203252033,0.520325203252033,32.260162601626,0,0,32.260162601626,23.4146341463415,2.44219071347619,"data-nist/unkn2-nist.RData",43,39,FALSE,1
"Ukn Bullet B-2","Br3 Bullet 1-1",0.294215673828587,-1187.5,6.58251991474761,3.04420692008491,179.6875,240.625,1.95625,2.04472843450479,61.85303514377,2.04472843450479,1.0223642172524,31.6932907348243,0,0,31.6932907348243,30.1597444089457,2.89228552239618,"data-nist/unkn2-nist.RData",13,39,FALSE,1
"Ukn Bullet B-2","Br3 Bullet 1-3",0.393475142018268,-282.8125,5.78653584778408,4.30014846295138,20.3125,240.625,1.7734375,1.12775330396476,33.2687224669604,0.563876651982379,0.563876651982379,24.2466960352423,0,0,24.2466960352423,8.45814977973568,0.325696787752658,"data-nist/unkn2-nist.RData",15,39,FALSE,1
"Ukn Bullet B-2","Br6 Bullet 1-2",0.318624569658031,-1501.5625,7.85058855484556,3.45969268016247,140.625,240.625,2.0125,0.496894409937888,75.527950310559,0.496894409937888,0.496894409937888,40.2484472049689,0,0,40.2484472049689,35.2795031055901,0.361277599618832,"data-nist/unkn2-nist.RData",26,39,FALSE,1
"Ukn Bullet B-2","Br9 Bullet 1-2",0.493756848620095,-117.1875,8.45320390284975,5.22601061738648,120.3125,240.625,2.165625,6.92640692640693,25.8585858585859,2.30880230880231,1.38528138528139,15.2380952380952,0,0,1.84704184704185,15.2380952380952,10.4484342698899,"data-nist/unkn2-nist.RData",50,39,FALSE,1
"Ukn Bullet B-2","Br6 Bullet 1-6",0.273268654587767,-32.8125,3.23268708857104,3.40444243006471,120.3125,240.625,1.94375,2.05787781350482,29.3247588424437,0.514469453376206,0.514469453376206,12.3472668810289,0,0,4.63022508038585,9.77491961414791,1.78562538443402,"data-nist/unkn2-nist.RData",30,39,FALSE,1
"Ukn Bullet B-2","Br1 Bullet 2-1",0.315632105275234,1.5625,2.64899402932946,3.39448458268954,100,240.625,1.9390625,4.12570507655117,28.3642224012893,1.03142626913779,0.515713134568896,6.70427074939565,0,0,6.18855761482675,6.70427074939565,3.53194186512626,"data-nist/unkn2-nist.RData",5,39,FALSE,1
"Ukn Bullet B-2","Br10 Bullet 2-5",0.331066723477024,-1862.5,72.2369536801961,5.72337657934063,159.375,240.625,1.965625,0.508744038155803,91.5739268680445,0.508744038155803,0,47.3131955484897,0,0,47.3131955484897,44.2607313195548,1.85194463626666,"data-nist/unkn2-nist.RData",57,39,FALSE,1
"Ukn Bullet B-2","Br3 Bullet 2-4",0.331441246709653,-342.1875,6.41112936822936,4.0841754358073,120.3125,240.625,1.9421875,3.60418342719228,30.8930008045052,1.54465004022526,1.02976669348351,7.72325020112631,0,0,7.20836685438455,5.14883346741754,5.05946061429092,"data-nist/unkn2-nist.RData",14,39,FALSE,1
"Ukn Bullet B-2","Br2 Bullet 2-2",0.359001021933272,-4.6875,3.71304013350348,3.88622214804534,159.375,240.625,1.965625,7.12241653418124,23.9109697933227,2.03497615262321,1.01748807631161,6.61367249602544,0,0,0.508744038155803,6.10492845786963,10.5761122428862,"data-nist/unkn2-nist.RData",7,39,FALSE,1
"Ukn Bullet B-3","Br6 Bullet 1-1",0.361159525240764,901.5625,13.9591171207376,4.85762528000938,59.375,179.6875,1.9578125,3.57541899441341,46.9912210694334,2.04309656823623,1.02154828411812,22.9848363926576,0,0,22.9848363926576,18.8986432561852,8.00602462262945,"data-nist/unkn3-nist.RData",25,40,FALSE,1
"Ukn Bullet B-3","Br7 Bullet 1-5",0.374676760101297,-268.75,2.66462366545555,2.73725743783493,159.375,179.6875,1.9375,3.09677419354839,26.3225806451613,1.54838709677419,0.516129032258065,10.8387096774194,0,0,8.25806451612903,10.8387096774194,2.09176415010673,"data-nist/unkn3-nist.RData",35,40,FALSE,1
"Ukn Bullet B-3","Br4 Bullet 1-2",0.186297141534972,-215.625,2.86501867602667,2.14265123328752,120.3125,179.6875,1.9546875,2.55795363709033,27.6258992805755,1.5347721822542,1.02318145483613,13.3013589128697,0,0,13.3013589128697,7.67386091127098,2.51097482518524,"data-nist/unkn3-nist.RData",38,40,FALSE,1
"Ukn Bullet B-3","Br3 Bullet 2-6",0.424229113110311,426.5625,4.23621270691536,3.62810330664728,120.3125,179.6875,1.953125,3.584,35.84,2.048,1.024,15.872,0,0,11.264,15.872,4.57373754319391,"data-nist/unkn3-nist.RData",16,40,FALSE,1
"Ukn Bullet B-3","Br10 Bullet 2-5",0.396226430599287,-704.6875,13.8690197341889,5.41502468562097,159.375,179.6875,1.9578125,1.02154828411812,42.3942537909018,1.02154828411812,0.510774142059058,24.0063846767757,0,0,24.0063846767757,18.3878691141261,0.894081760423626,"data-nist/unkn3-nist.RData",57,40,FALSE,1
"Ukn Bullet B-3","Br8 Bullet 2-2",0.382787637057464,796.875,3.35424574791206,3.69695487386927,179.6875,179.6875,1.9484375,0.513231756214916,45.6776263031275,0.513231756214916,0,25.6615878107458,0,0,25.6615878107458,20.0160384923817,0.319510194946991,"data-nist/unkn3-nist.RData",44,40,FALSE,1
"Ukn Bullet B-3","Br4 Bullet 2-3",0.381495488069297,-667.1875,3.51369509026073,3.55280926246257,140.625,179.6875,1.9578125,3.06464485235435,34.2218675179569,2.04309656823623,1.02154828411812,17.366320830008,0,0,17.366320830008,13.2801276935355,4.93589268026166,"data-nist/unkn3-nist.RData",37,40,FALSE,1
"Ukn Bullet B-3","Br10 Bullet 1-6",0.271931132327173,835.9375,4.06981690049575,3.17517674493269,179.6875,179.6875,1.9578125,2.55387071029529,40.3511572226656,1.02154828411812,0.510774142059058,19.9201915403033,0,0,19.9201915403033,15.3232242617717,3.60810965005412,"data-nist/unkn3-nist.RData",60,40,FALSE,1
"Ukn Bullet B-3","Br7 Bullet 1-4",0.312316475950254,796.875,3.48486725165898,3.29092812697161,120.3125,179.6875,1.9578125,1.53232242617717,44.4373503591381,1.02154828411812,0.510774142059058,20.9417398244214,0,0,18.8986432561852,20.9417398244214,1.21960304857541,"data-nist/unkn3-nist.RData",34,40,FALSE,1
"Ukn Bullet B-3","Br10 Bullet 2-1",0.379022846989158,-373.4375,9.57019688844827,4.43905461656644,20.3125,179.6875,1.9578125,2.04309656823623,45.9696727853152,1.02154828411812,0.510774142059058,32.1787709497207,0,0,8.68316041500399,32.1787709497207,6.6514793611673,"data-nist/unkn3-nist.RData",59,40,FALSE,1
"Ukn Bullet B-3","Br1 Bullet 1-4",0.255039556724091,-337.5,2.96682466551411,2.84167358174622,100,179.6875,1.94375,1.54340836012862,28.8102893890675,0.514469453376206,0.514469453376206,10.8038585209003,0,0,10.8038585209003,8.7459807073955,2.3080125787073,"data-nist/unkn3-nist.RData",4,40,FALSE,1
"Ukn Bullet B-3","Br3 Bullet 1-4",0.316022737326063,1021.875,33.7666260366744,6.10824885106281,240.625,179.6875,1.9578125,2.04309656823623,41.8834796488428,1.02154828411812,0.510774142059058,20.9417398244214,0,0,20.9417398244214,17.366320830008,9.12678578334845,"data-nist/unkn3-nist.RData",16,40,FALSE,1
"Ukn Bullet B-3","Br7 Bullet 1-2",0.269594437834922,589.0625,3.08855501212176,3.12108660185988,159.375,179.6875,1.9484375,0,35.9262229350441,0,0,35.9262229350441,0,0,35.9262229350441,35.9262229350441,0,"data-nist/unkn3-nist.RData",32,40,FALSE,1
"Ukn Bullet B-3","Br2 Bullet 1-5",0.360139078527966,-928.125,2.771341398667,3.11815471093776,100,179.6875,1.95625,2.04472843450479,36.8051118210863,0.511182108626198,0.511182108626198,18.9137380191693,0,0,15.3354632587859,18.9137380191693,2.14912813448729,"data-nist/unkn3-nist.RData",11,40,FALSE,1
"Ukn Bullet B-3","Br3 Bullet 1-6",0.292371982585362,-217.1875,2.79999414159557,2.45874243494159,120.3125,179.6875,1.940625,3.09178743961353,23.7037037037037,1.54589371980676,1.03059581320451,13.9130434782609,0,0,13.9130434782609,4.12238325281804,3.30846738130444,"data-nist/unkn3-nist.RData",18,40,FALSE,1
"Ukn Bullet B-3","Br1 Bullet 1-1",0.333988849354707,-667.1875,3.03364029246889,2.90682745681595,79.6875,179.6875,1.9578125,2.55387071029529,35.7541899441341,1.53232242617717,0.510774142059058,17.877094972067,0,0,14.3016759776536,17.877094972067,2.71778316183109,"data-nist/unkn3-nist.RData",1,40,FALSE,1
"Ukn Bullet B-3","Br7 Bullet 2-1",0.389551578681446,-448.4375,6.64408468140098,4.0040784625165,20.3125,179.6875,1.9171875,2.08638956805216,39.641401792991,1.04319478402608,0.52159739201304,15.6479217603912,0,0,10.4319478402608,15.6479217603912,1.2739022896887,"data-nist/unkn3-nist.RData",36,40,FALSE,1
"Ukn Bullet B-3","Br10 Bullet 2-3",0.343831284524201,-890.625,3.053570793977,2.76160345047306,120.3125,179.6875,1.9578125,1.02154828411812,46.4804469273743,0.510774142059058,0.510774142059058,23.4956105347167,0,0,14.8124501197127,23.4956105347167,0.784831478145507,"data-nist/unkn3-nist.RData",55,40,FALSE,1
"Ukn Bullet B-3","Br4 Bullet 1-5",0.412624600224962,-140.625,2.73249491621292,3.00381150658441,100,179.6875,1.8953125,2.63808738664468,21.1046990931575,2.11046990931575,1.05523495465787,10.5523495465787,0,0,3.69332234130256,6.85902720527617,1.19565965258416,"data-nist/unkn3-nist.RData",41,40,FALSE,1
"Ukn Bullet B-3","Br8 Bullet 1-4",0.33864790178546,764.0625,4.4489124219837,3.41478951777638,179.6875,179.6875,1.9578125,4.59696727853152,37.2865123703113,3.06464485235435,1.53232242617717,14.3016759776536,0,0,13.7909018355946,14.3016759776536,3.78595938220983,"data-nist/unkn3-nist.RData",46,40,FALSE,1
"Ukn Bullet B-3","Br1 Bullet 1-2",0.245378987425443,906.25,3.25162896822832,2.54018716459581,100,179.6875,1.9484375,1.02646351242983,49.2702485966319,0.513231756214916,0.513231756214916,23.6086607858861,0,0,23.6086607858861,21.5557337610265,1.36954909597592,"data-nist/unkn3-nist.RData",2,40,FALSE,1
"Ukn Bullet B-3","Br9 Bullet 1-5",0.305451972576664,-631.25,3.07388768087481,2.43623139743225,220.3125,179.6875,1.928125,2.59319286871961,38.3792544570502,1.03727714748784,0.518638573743922,16.5964343598055,0,0,16.0777957860616,16.5964343598055,2.65243288187367,"data-nist/unkn3-nist.RData",53,40,FALSE,1
"Ukn Bullet B-3","Br2 Bullet 1-2",0.427729134638033,751.5625,2.47873942714901,3.17140793683567,159.375,179.6875,1.9015625,3.15529991783073,38.9153656532457,1.57764995891537,1.05176663927691,21.0353327855382,0,0,13.6729663105998,21.0353327855382,3.74959181667972,"data-nist/unkn3-nist.RData",8,40,FALSE,1
"Ukn Bullet B-3","Br2 Bullet 2-5",0.216873841362607,-371.875,3.2891858650784,2.84216288913964,140.625,179.6875,1.94375,2.57234726688103,32.9260450160772,1.02893890675241,0.514469453376206,11.3183279742765,0,0,11.3183279742765,10.2893890675241,0.439244821589775,"data-nist/unkn3-nist.RData",10,40,FALSE,1
"Ukn Bullet B-3","Br9 Bullet 1-2",0.372768589091765,564.0625,9.66819034036392,4.91765872366682,120.3125,179.6875,1.9578125,5.10774142059058,29.6249002394254,2.04309656823623,1.02154828411812,12.2585794094174,0,0,12.2585794094174,4.59696727853152,10.4926984278916,"data-nist/unkn3-nist.RData",50,40,FALSE,1
"Ukn Bullet B-3","Br10 Bullet 1-3",0.302450181227585,729.6875,11.8877565514075,4.73622824911726,200,179.6875,1.9578125,1.02154828411812,41.3727055067837,0.510774142059058,0.510774142059058,22.4740622505986,0,0,22.4740622505986,14.8124501197127,1.26032397000761,"data-nist/unkn3-nist.RData",57,40,FALSE,1
"Ukn Bullet B-3","Br2 Bullet 2-4",0.311559069421337,-643.75,3.47655669153818,2.89843754658409,179.6875,179.6875,1.9484375,2.56615878107458,43.6246992782678,1.53969526864475,0.513231756214916,22.0689655172414,0,0,17.9631114675221,22.0689655172414,3.72459852097581,"data-nist/unkn3-nist.RData",9,40,FALSE,1
"Ukn Bullet B-3","Br1 Bullet 2-2",0.32492331544137,-379.6875,4.27883694349414,3.55312322213081,159.375,179.6875,1.9453125,5.65461847389558,27.7590361445783,3.08433734939759,1.5421686746988,13.3654618473896,0,0,13.3654618473896,8.22489959839357,11.6619995245353,"data-nist/unkn3-nist.RData",6,40,FALSE,1
"Ukn Bullet B-3","Br6 Bullet 2-1",0.420528887412945,673.4375,3.19079920575778,3.5451503534508,100,179.6875,1.9578125,3.06464485235435,39.8403830806065,1.53232242617717,1.02154828411812,20.4309656823623,0,0,16.3447725458899,20.4309656823623,2.90221864051,"data-nist/unkn3-nist.RData",28,40,FALSE,1
"Ukn Bullet B-3","Br6 Bullet 1-3",0.268139374894548,-571.875,3.52407888020075,2.87289132759743,220.3125,179.6875,1.9578125,2.55387071029529,38.8188347964884,1.02154828411812,0.510774142059058,15.8339984038308,0,0,15.8339984038308,15.8339984038308,2.68446981161789,"data-nist/unkn3-nist.RData",27,40,FALSE,1
"Ukn Bullet B-3","Br6 Bullet 1-5",0.263786004841746,-695.3125,3.50489567489672,3.0462226346217,120.3125,179.6875,1.934375,3.10177705977383,40.3231017770598,1.55088852988691,1.03392568659128,23.7802907915994,0,0,14.9919224555735,23.7802907915994,5.20377372629493,"data-nist/unkn3-nist.RData",29,40,FALSE,1
"Ukn Bullet B-3","Br5 Bullet 2-2",0.425903633261576,160.9375,2.69754240651679,2.98109693996924,120.3125,179.6875,1.9515625,3.58686949559648,24.0832666132906,2.04963971176942,1.02481985588471,8.71096877502002,0,0,8.71096877502002,6.14891913530825,4.45813526536947,"data-nist/unkn3-nist.RData",24,40,FALSE,1
"Ukn Bullet B-3","Br5 Bullet 2-6",0.277219750284018,-75,3.59954640269069,3.11270190317642,159.375,179.6875,1.946875,3.59550561797753,21.5730337078652,1.02728731942215,0.513643659711076,5.65008025682183,0,0,5.65008025682183,4.1091492776886,2.80545766172153,"data-nist/unkn3-nist.RData",22,40,FALSE,1
"Ukn Bullet B-3","Br7 Bullet 2-6",0.349919777051262,-267.1875,2.68154420357884,2.69310737634344,100,179.6875,1.928125,3.63047001620746,28.5251215559157,1.55591572123177,1.03727714748784,9.3354943273906,0,0,9.3354943273906,7.26094003241491,5.9101238042703,"data-nist/unkn3-nist.RData",35,40,FALSE,1
"Ukn Bullet B-3","Br6 Bullet 1-4",0.249430201282686,-359.375,3.3630978058673,2.801236654164,240.625,179.6875,1.9265625,4.67153284671533,31.1435523114355,3.11435523114355,1.55717761557178,12.9764801297648,0,0,8.30494728304947,8.82400648824007,5.34293212248089,"data-nist/unkn3-nist.RData",28,40,FALSE,1
"Ukn Bullet B-3","Br4 Bullet 1-4",0.405057345074785,601.5625,2.46354256617437,2.82453207509306,100,179.6875,1.9234375,3.63931762794476,39.5125913891145,1.03980503655565,0.519902518277823,20.7961007311129,0,0,15.5970755483347,20.7961007311129,2.66469742168266,"data-nist/unkn3-nist.RData",40,40,TRUE,1
"Ukn Bullet B-3","Br2 Bullet 1-4",0.470324186115907,948.4375,17.0704515247949,5.07791877854529,240.625,179.6875,1.9578125,0.510774142059058,47.5019952114924,0.510774142059058,0.510774142059058,27.0710295291301,0,0,27.0710295291301,20.4309656823623,1.40244863547074,"data-nist/unkn3-nist.RData",10,40,FALSE,1
"Ukn Bullet B-3","Br4 Bullet 2-6",0.44780430287806,-6.25,2.42531172886077,2.7329178551671,200,179.6875,1.93125,8.28478964401295,15.5339805825243,1.55339805825243,1.03559870550162,3.10679611650485,0.517799352750809,0,0,1.03559870550162,9.15912064753983,"data-nist/unkn3-nist.RData",40,40,TRUE,1
"Ukn Bullet B-3","Br8 Bullet 2-3",0.372900355867476,945.3125,24.1568650957203,5.52333968127781,220.3125,179.6875,1.9578125,2.55387071029529,46.4804469273743,2.04309656823623,1.02154828411812,20.9417398244214,0,0,20.4309656823623,20.9417398244214,1.18593149406589,"data-nist/unkn3-nist.RData",45,40,FALSE,1
"Ukn Bullet B-3","Br8 Bullet 1-5",0.369280620107426,850,2.7032628648544,2.84271494217551,100,179.6875,1.9578125,2.55387071029529,45.4588986432562,1.02154828411812,0.510774142059058,21.4525139664804,0,0,21.4525139664804,16.8555466879489,3.29388359643897,"data-nist/unkn3-nist.RData",47,40,FALSE,1
"Ukn Bullet B-3","Br8 Bullet 1-2",0.346562047125021,809.375,4.48836271456491,3.85073241447752,120.3125,179.6875,1.9578125,2.04309656823623,42.9050279329609,1.53232242617717,1.02154828411812,20.9417398244214,0,0,17.366320830008,20.9417398244214,2.63840335378253,"data-nist/unkn3-nist.RData",44,40,FALSE,1
"Ukn Bullet B-3","Br5 Bullet 2-3",0.341140243675236,225,2.75865215032619,2.59241230230674,140.625,179.6875,1.95,2.56410256410256,28.7179487179487,2.05128205128205,1.02564102564103,15.3846153846154,0,0,8.71794871794872,15.3846153846154,1.07141236920667,"data-nist/unkn3-nist.RData",19,40,FALSE,1
"Ukn Bullet B-3","Br3 Bullet 1-1",0.330285504044138,170.3125,2.6680973805339,2.73585502636525,179.6875,179.6875,1.95625,5.62300319488818,23.5143769968051,1.53354632587859,0.511182108626198,6.13418530351438,0,0,3.57827476038339,4.08945686900958,5.36798027706947,"data-nist/unkn3-nist.RData",13,40,FALSE,1
"Ukn Bullet B-3","Br7 Bullet 2-3",0.225275782775112,987.5,14.1138795724124,4.78349115609707,159.375,179.6875,1.9578125,1.53232242617717,42.9050279329609,1.02154828411812,0.510774142059058,20.9417398244214,0,0,17.877094972067,20.9417398244214,1.1442737374035,"data-nist/unkn3-nist.RData",32,40,FALSE,1
"Ukn Bullet B-3","Br7 Bullet 1-1",0.346043286076545,-220.3125,3.60214562635719,3.31474254122687,140.625,179.6875,1.9421875,2.05953338696702,23.1697506033789,1.02976669348351,0.514883346741754,10.2976669348351,0,0,7.20836685438455,4.63395012067578,2.15115511935191,"data-nist/unkn3-nist.RData",31,40,FALSE,1
"Ukn Bullet B-3","Br7 Bullet 1-3",0.454839382570139,-921.875,2.60140318898015,3.37131690302976,200,179.6875,1.9015625,2.10353327855382,44.7000821692687,1.05176663927691,0.525883319638455,21.0353327855382,0,0,17.354149548069,21.0353327855382,1.41150402937692,"data-nist/unkn3-nist.RData",33,40,FALSE,1
"Ukn Bullet B-3","Br6 Bullet 2-5",0.306628064704291,256.25,3.31299243394984,3.01520814604385,159.375,179.6875,1.94375,4.11575562700965,26.7524115755627,2.05787781350482,1.02893890675241,8.23151125401929,0,0,8.23151125401929,7.20257234726688,4.2225850242558,"data-nist/unkn3-nist.RData",26,40,FALSE,1
