"b2","b1","ccf","lag","D","sd.D","x1","x2","signature.length","matches.per.mm","mismatches.per.mm","cms.per.mm","cms2.per.mm","non_cms.per.mm","left_cms.per.mm","right_cms.per.mm","left_noncms.per.mm","right_noncms.per.mm","sumpeaks.per.mm","data","id.x","id.y","match","span"
"Ukn Bullet B-1","Br1 Bullet 1-2",0.237952943919539,137.5,0.789693302991883,1.35426234937907,100,120.3125,1.9484375,4.10585404971933,26.6880513231756,1.53969526864475,0.513231756214916,7.69847634322374,0,0,5.64554931836407,5.13231756214916,2.58901663328175,"data-nist/unkn1-nist.RData",2,38,FALSE,1
"Ukn Bullet B-1","Br4 Bullet 2-1",0.242222721301926,40.625,1.58157802535791,1.7670239808989,159.375,120.3125,1.9546875,4.09272581934452,23.533173461231,1.5347721822542,0.511590727418066,9.72022382094325,0,0,1.5347721822542,1.5347721822542,1.68016997791162,"data-nist/unkn1-nist.RData",41,38,FALSE,1
"Ukn Bullet B-1","Br10 Bullet 2-2",0.20411152209663,-1300,1.29732089885643,1.7727281035152,200,120.3125,1.9546875,1.02318145483613,64.4604316546763,0.511590727418066,0.511590727418066,32.2302158273381,0,0,32.2302158273381,30.6954436450839,0.716095933019505,"data-nist/unkn1-nist.RData",60,38,FALSE,1
"Ukn Bullet B-1","Br2 Bullet 2-3",0.299770567087244,-121.875,1.3007353996439,1.82939540593185,120.3125,120.3125,1.928125,4.6677471636953,28.5251215559157,2.07455429497569,1.03727714748784,10.3727714748784,0,0,4.14910858995138,10.3727714748784,4.29613276058138,"data-nist/unkn1-nist.RData",8,38,FALSE,1
"Ukn Bullet B-1","Br6 Bullet 1-2",0.264205306154324,157.8125,2.31243890367922,1.96541597122608,140.625,120.3125,1.959375,4.5933014354067,30.1116427432217,1.0207336523126,0.5103668261563,10.7177033492823,0,0,5.103668261563,6.1244019138756,3.18940336685396,"data-nist/unkn1-nist.RData",26,38,FALSE,1
"Ukn Bullet B-1","Br3 Bullet 2-5",0.336270060207891,-973.4375,7.79045031414454,2.91679889364331,179.6875,120.3125,1.9453125,2.05622489959839,54.4899598393574,1.0281124497992,0.514056224899598,24.1606425702811,0,0,24.1606425702811,22.6184738955823,2.36522766641287,"data-nist/unkn1-nist.RData",15,38,FALSE,1
"Ukn Bullet B-1","Br7 Bullet 2-4",0.25871680139542,-60.9375,1.67268026389905,1.87828672810869,100,120.3125,1.9359375,5.682001614205,24.2776432606941,1.03309120258273,0.516545601291364,3.61581920903955,0,0,3.09927360774818,2.58272800645682,2.62191306512809,"data-nist/unkn1-nist.RData",33,38,FALSE,1
"Ukn Bullet B-1","Br6 Bullet 2-4",0.364688408909603,137.5,2.80033233003668,2.23798521331213,200,120.3125,1.928125,2.59319286871961,26.45056726094,1.03727714748784,0.518638573743922,9.3354943273906,0,0,3.63047001620746,4.6677471636953,2.05683494200012,"data-nist/unkn1-nist.RData",25,38,FALSE,1
"Ukn Bullet B-1","Br4 Bullet 2-2",0.306358447938012,-1245.3125,20.8715191319681,3.15136603852662,20.3125,120.3125,1.959375,0,83.1897926634769,0,0,83.1897926634769,0,0,83.1897926634769,83.1897926634769,0,"data-nist/unkn1-nist.RData",42,38,FALSE,1
"Ukn Bullet B-1","Br6 Bullet 1-6",0.245592813520544,-185.9375,1.81505182532055,1.91016572112832,120.3125,120.3125,1.94375,5.14469453376206,27.2668810289389,2.57234726688103,1.02893890675241,11.3183279742765,0,0,11.3183279742765,6.68810289389068,3.99289220255397,"data-nist/unkn1-nist.RData",30,38,FALSE,1
"Ukn Bullet B-1","Br4 Bullet 1-5",0.2667988201515,-565.625,1.24906261385883,1.81788669136767,100,120.3125,1.8953125,3.16570486397362,38.5160758450124,1.05523495465787,0.527617477328936,14.7732893652102,0,0,14.7732893652102,9.49711459192086,0.954955559079239,"data-nist/unkn1-nist.RData",41,38,FALSE,1
"Ukn Bullet B-1","Br10 Bullet 1-4",0.260440995943163,23.4375,1.44195290272931,1.7242648332213,200,120.3125,1.884375,4.77611940298508,25.4726368159204,1.59203980099502,0.530679933665008,7.96019900497512,0,0,4.77611940298508,3.18407960199005,3.12363014785797,"data-nist/unkn1-nist.RData",58,38,FALSE,1
"Ukn Bullet B-1","Br8 Bullet 1-1",0.308754287751568,-946.875,1.87229464053684,1.79644195393938,140.625,120.3125,1.921875,4.68292682926829,50.4715447154472,1.04065040650407,0.520325203252033,21.8536585365854,0,0,21.8536585365854,20.8130081300813,4.269693885475,"data-nist/unkn1-nist.RData",43,38,FALSE,1
