"b2","b1","ccf","lag","D","sd.D","x1","x2","signature.length","matches.per.y","mismatches.per.y","cms.per.y","cms2.per.y","non_cms.per.y","left_cms.per.y","right_cms.per.y","left_noncms.per.y","right_noncms.per.y","sumpeaks.per.y","data","id.x","id.y","match","span"
"Ukn Bullet B-1","Br10 Bullet 2-1",0.308526711353102,-143.75,0.917438214755472,1.51521369083802,140.625,120.3125,1254,0.00398724082934609,0.0159489633173844,0.00159489633173844,0.000797448165869219,0.00637958532695375,0,0,0.00637958532695375,0.00239234449760766,0.00352860716813389,"data/data-25-25/unkn1-new.RData",59,38,FALSE,25
"Ukn Bullet B-1","Br5 Bullet 1-1",0.29329049187515,-846.875,0.654353970897727,1.35581194490879,140.625,120.3125,1236,0.00242718446601942,0.0275080906148867,0.00161812297734628,0.000809061488673139,0.0153721682847896,0,0,0.0153721682847896,0.00970873786407767,0.00153549740807353,"data/data-25-25/unkn1-new.RData",19,38,FALSE,25
"Ukn Bullet B-1","Br6 Bullet 2-2",0.356727410201447,-220.3125,1.37104061983772,1.6745275237705,179.6875,120.3125,1254,0.00717703349282297,0.0143540669856459,0.00239234449760766,0.000797448165869219,0.00797448165869218,0,0,0.00797448165869218,0.00239234449760766,0.00603772698471541,"data/data-25-25/unkn1-new.RData",29,38,FALSE,25
"Ukn Bullet B-1","Br4 Bullet 2-3",0.329809607015819,-234.375,2.67957264563332,2.26917746241585,140.625,120.3125,1250,0.0024,0.0168,0.0024,8e-04,0.0136,0,0,0.0136,0.0032,0.00232474523182341,"data/data-25-25/unkn1-new.RData",37,38,FALSE,25
"Ukn Bullet B-1","Br3 Bullet 2-6",0.360429817950693,-323.4375,2.93686953289157,2.35385516051561,120.3125,120.3125,1250,0.0024,0.016,0.0016,8e-04,0.0072,0,0,0.0072,0.0024,0.00367995913437778,"data/data-25-25/unkn1-new.RData",16,38,FALSE,25
"Ukn Bullet B-1","Br5 Bullet 2-3",0.273266785912459,-835.9375,0.563446899487032,1.34244320369609,140.625,120.3125,1246,0,0.0264847512038523,0,0,0.0264847512038523,0,0,0.0264847512038523,0.0264847512038523,0,"data/data-25-25/unkn1-new.RData",19,38,FALSE,25
"Ukn Bullet B-1","Br6 Bullet 1-6",0.271752562533071,-184.375,1.69520781125844,1.8292516393994,120.3125,120.3125,1246,0.00321027287319422,0.0136436597110754,0.00160513643659711,0.000802568218298555,0.00642054574638844,0,0,0.00642054574638844,0.00240770465489567,0.00305176359340032,"data/data-25-25/unkn1-new.RData",30,38,FALSE,25
"Ukn Bullet B-1","Br7 Bullet 2-2",0.368437119209615,265.625,1.64738065055172,1.79140160489511,179.6875,120.3125,1239,0.00645682001614205,0.0161420500403551,0.00403551251008878,0.00242130750605327,0.00887812752219532,0,0,0.00564971751412429,0.00887812752219532,0.00519049559746131,"data/data-25-25/unkn1-new.RData",31,38,FALSE,25
"Ukn Bullet B-1","Br7 Bullet 2-5",0.255539462116402,-993.75,1.73155208486296,2.03345263970239,140.625,120.3125,1249,0.00160128102481986,0.0280224179343475,0.00160128102481986,0.000800640512409928,0.0184147317854283,0,0,0.0184147317854283,0.00960768614891913,0.00123674763904233,"data/data-25-25/unkn1-new.RData",34,38,FALSE,25
"Ukn Bullet B-1","Br8 Bullet 1-5",0.350025329724487,548.4375,1.25792748032407,1.61952214314717,120.3125,120.3125,1243,0.00482703137570394,0.0217216411906677,0.00160901045856798,0.00080450522928399,0.00724054706355591,0,0,0.00724054706355591,0.00724054706355591,0.00361407211205107,"data/data-25-25/unkn1-new.RData",47,38,FALSE,25
