"b2","b1","ccf","lag","D","sd.D","x1","x2","signature.length","matches.per.y","mismatches.per.y","cms.per.y","cms2.per.y","non_cms.per.y","left_cms.per.y","right_cms.per.y","left_noncms.per.y","right_noncms.per.y","sumpeaks.per.y","data","id.x","id.y","match","span"
"brA_1_land1","br4_2_land5",0.182831658504037,52,2.19188019876159,2.3806385146335,125,75,1229,0.0016273393002441,0.0423108218063466,0.0016273393002441,0.00081366965012205,0.0227827502034174,0,0,0.0195280716029292,0.0227827502034174,0.000904100199139081,"data-set44-25-25/unkn1.RData",20,3,FALSE,25
"brA_1_land1","br9_1_land5",0.34076873089684,14,1.5069880044501,2.50064842504554,50,75,1243,0.00563153660498793,0.0185036202735318,0.00241351568785197,0.00080450522928399,0.00563153660498793,0,0,0.00563153660498793,0.00563153660498793,0.00733486757166092,"data-set44-25-25/unkn1.RData",53,3,FALSE,25
"brA_1_land1","br3_2_land4",0.17214060470553,92,3.54219270262005,2.82948794011972,25,75,1244,0.000803858520900322,0.0337620578778135,0.000803858520900322,0,0.020096463022508,0,0,0.020096463022508,0.0136655948553055,0.000506283537143151,"data-set44-25-25/unkn1.RData",15,3,FALSE,25
"brA_1_land1","br2_2_land5",0.280120839624622,124,2.17327272641496,2.43590033322083,25,75,1240,0.0032258064516129,0.0169354838709677,0.000806451612903226,0.000806451612903226,0.00483870967741936,0,0,0.00161290322580645,0.00483870967741936,0.00392579997092321,"data-set44-25-25/unkn1.RData",9,3,FALSE,25
"brA_1_land1","br1_1_land6",0.29082413021607,11,1.46360066502121,2.33946106807645,25,75,1236,0.00323624595469256,0.0202265372168285,0.00161812297734628,0.000809061488673139,0.00889967637540453,0,0,0.00647249190938511,0.00485436893203883,0.002855443149632,"data-set44-25-25/unkn1.RData",6,3,FALSE,25
"brA_1_land1","br10_1_land6",0.321873400393244,43,2.07014521448384,2.55401901182245,75,75,1239,0.00807102502017756,0.0185633575464084,0.00161420500403551,0.000807102502017756,0.00564971751412429,0,0,0.00564971751412429,0.00242130750605327,0.00636200238263061,"data-set44-25-25/unkn1.RData",60,3,FALSE,25
"brA_1_land1","br9_2_land4",0.248099361980414,270,2.37651423074559,2.45792091268728,25,75,1243,0.00080450522928399,0.0249396621078037,0.00080450522928399,0.00080450522928399,0.0144810941271118,0,0,0.0144810941271118,0.0104585679806919,0.000158037087102044,"data-set44-25-25/unkn1.RData",50,3,FALSE,25
"brA_1_land1","br7_2_land5",0.304380471649965,142,2.77987377927295,2.73346364711802,25,75,1196,0.00250836120401338,0.0158862876254181,0.000836120401337793,0.000836120401337793,0.00752508361204013,0,0.000836120401337793,0.00167224080267559,0,0.0034122240700131,"data-set44-25-25/unkn1.RData",41,3,FALSE,25
"brA_1_land1","br2_2_land2",0.41667236627831,321,2.73526670892897,2.81336489347066,50,75,1239,0.00968523002421308,0.0201775625504439,0.00322841000807102,0.00161420500403551,0.00726392251815981,0,0,0.00403551251008878,0.00484261501210654,0.0135505168104397,"data-set44-25-25/unkn1.RData",12,3,FALSE,25
"brA_1_land1","br3_1_land1",0.275752023864976,37,4.40309629146922,3.19511411386645,25,75,1244,0,0.0369774919614148,0,0,0.0369774919614148,0,0,0.0369774919614148,0.0369774919614148,0,"data-set44-25-25/unkn1.RData",13,3,FALSE,25
