"b2","b1","ccf","lag","distr.dist","x1","x2","num.matches","num.mismatches","non_cms","cms","data","resID","id.x","id.y","match"
"Ukn Bullet B-1","Br1 Bullet 1-1",0.280265828849638,301,1.50526637391054,100,125,4,20,4,4,"data/unkn1.RData",1,1,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 1-2",0.0395329323127078,16,7.9216663112851,125,125,4,17,2,2,"data/unkn1.RData",86,32,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 2-4",0.206616110028689,383,2.11761913800039,212.5,125,5,14,2,2,"data/unkn1.RData",118,51,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 2-4",0.263630906682438,230,2.80563575590335,125,125,5,19,2,2,"data/unkn1.RData",46,14,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 2-5",0.301952514272287,152,1.18061579455629,112.5,125,5,19,3,3,"data/unkn1.RData",59,39,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 2-4",0.306449452372013,304,0.591884334016823,137.5,125,9,16,3,3,"data/unkn1.RData",10,2,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 1-6",0.113980242623379,319,2.32694325063817,100,125,5,12,3,3,"data/unkn1.RData",6,6,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 2-4",0.369283346950043,39,5.06603795643613,112.5,125,1,19,1,1,"data/unkn1.RData",22,56,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 1-5",0.138123025300723,180,0.644077506594459,212.5,125,7,18,3,3,"data/unkn1.RData",113,53,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 1-5",0.403231193931993,65,1.82271400398878,100,125,5,22,2,2,"data/unkn1.RData",5,5,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 1-2",0.301023008202901,297,0.599410979671711,100,125,7,18,2,2,"data/unkn1.RData",2,2,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 2-1",0.278192131081309,189,1.53603485666801,162.5,125,7,11,4,4,"data/unkn1.RData",55,41,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 2-2",0.217020501011105,328,3.80391953451287,100,125,4,8,4,4,"data/unkn1.RData",20,59,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 2-3",0.31996861259987,115,1.21595732349318,125,125,7,20,4,4,"data/unkn1.RData",33,10,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 1-2",0.177942752178665,401,4.70872324993122,125,125,5,21,2,2,"data/unkn1.RData",74,26,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 2-5",0.267996963622095,357,3.82492491832663,125,125,5,10,2,2,"data/unkn1.RData",47,15,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 2-4",0.18105254838053,12,4.35722143932852,100,125,6,18,3,3,"data/unkn1.RData",94,33,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 2-4",0.48038405253069,291,2.65111115647861,175,125,7,23,4,4,"data/unkn1.RData",82,25,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 2-2",0.213082922319501,282,7.00059076884542,100,125,1,12,1,1,"data/unkn1.RData",56,42,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 1-6",0.35014629315364,70,1.57517873483444,100,125,6,22,3,3,"data/unkn1.RData",78,30,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 1-5",0.058053457857459,385,2.91263091262005,100,125,4,10,4,4,"data/unkn1.RData",53,41,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 1-4",0.21902420115763,287,2.16881276849187,100,125,6,23,2,2,"data/unkn1.RData",16,58,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 1-1",0.45197567092782,193,1.66143167684943,150,125,9,11,4,4,"data/unkn1.RData",97,43,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 1-3",0.279681406969896,151,1.44826619759413,100,125,6,17,3,3,"data/unkn1.RData",51,39,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 1-1",0.301458990866923,224,0.699410990062919,200,125,8,14,3,3,"data/unkn1.RData",13,55,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 2-4",0.219419066410169,301,6.87097223113988,100,125,5,6,5,5,"data/unkn1.RData",70,20,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 1-3",0.302201397834296,113,1.64172685245444,112.5,125,6,17,2,2,"data/unkn1.RData",111,51,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 2-5",0.179086790935874,37,5.92125248636609,100,125,3,15,2,2,"data/unkn1.RData",35,12,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 2-4",0.174598680804583,25,6.06231623048248,112.5,125,4,15,2,2,"data/unkn1.RData",106,46,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 1-6",0.220857239568173,361,2.53545502494541,112.5,125,2,20,1,1,"data/unkn1.RData",30,12,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 1-4",0.305576773788254,29,6.26444557794162,125,125,5,16,3,3,"data/unkn1.RData",112,52,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 2-1",0.276207974532363,126,4.38713146014122,100,125,5,14,2,2,"data/unkn1.RData",79,28,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 1-6",0.101315228826992,353,2.39715315773664,137.5,125,4,17,2,2,"data/unkn1.RData",66,24,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 2-5",0.224803961575345,291,2.06867517463217,100,125,2,13,2,2,"data/unkn1.RData",83,26,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 1-4",0.28804954713927,388,1.22967108075164,100,125,4,25,2,2,"data/unkn1.RData",4,4,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 2-3",0.308328985587521,398,4.60189154172052,100,125,5,13,2,2,"data/unkn1.RData",9,1,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 2-1",0.341274949247971,129,2.36624135127395,162.5,125,3,10,2,2,"data/unkn1.RData",43,17,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 1-1",0.395118178274616,319,1.35673599977566,125,125,11,16,5,5,"data/unkn1.RData",25,7,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 2-2",0.376195402506178,79,2.89953160901499,150,125,2,16,1,1,"data/unkn1.RData",116,49,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 2-4",0.78364848654718,197,0.116214381331016,150,125,15,11,8,8,"data/unkn1.RData",58,38,38,TRUE
"Ukn Bullet B-1","Br4 Bullet 1-2",0.223775043856679,35,5.13153707016798,100,125,1,22,1,1,"data/unkn1.RData",50,38,38,TRUE
"Ukn Bullet B-1","Br8 Bullet 2-2",0.288002052151302,28,2.90056116250061,162.5,125,5,12,4,4,"data/unkn1.RData",104,44,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 1-2",0.201959350967113,385,3.30690615536991,125,125,3,14,2,2,"data/unkn1.RData",62,20,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 1-6",0.207168122666606,35,4.68204965029675,100,125,5,18,3,3,"data/unkn1.RData",18,60,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 1-4",0.223762188633548,201,1.68245288872189,150,125,6,15,2,2,"data/unkn1.RData",64,22,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 2-6",0.257399692895279,31,7.34250079643196,100,125,4,9,2,2,"data/unkn1.RData",48,16,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 1-1",0.31439584971336,145,0.927757722901347,162.5,125,5,17,2,2,"data/unkn1.RData",37,13,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 1-6",0.232052514327034,2,2.05066699687726,100,125,2,16,1,1,"data/unkn1.RData",54,42,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 2-1",0.130201978653118,250,7.35137895270487,100,125,4,11,2,2,"data/unkn1.RData",19,55,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 1-1",0.322197750479656,227,2.78664509575985,100,125,6,8,4,4,"data/unkn1.RData",73,25,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 2-6",0.181637976413121,105,1.3124844687569,112.5,125,3,20,2,2,"data/unkn1.RData",24,58,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 1-1",0.0348093296405702,401,4.35092314901022,125,125,5,13,3,3,"data/unkn1.RData",85,31,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 2-6",0.268957618276824,369,0.930643596514866,100,125,4,29,2,2,"data/unkn1.RData",12,4,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 2-1",0.175160475499427,9,5.14981184688376,100,125,5,11,3,3,"data/unkn1.RData",115,54,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 2-6",0.283221500876239,294,0.744842804484446,100,125,6,24,3,3,"data/unkn1.RData",96,35,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 1-3",0.260907032186504,33,4.93416391377442,100,125,4,13,3,3,"data/unkn1.RData",15,57,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 2-6",0.12764282147353,35,4.1824447808276,100,125,3,15,2,2,"data/unkn1.RData",108,48,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 2-3",0.110583720047748,380,5.59078052199939,162.5,125,3,19,3,3,"data/unkn1.RData",81,30,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 2-1",0.332614072361936,224,0.424387309980838,137.5,125,8,12,3,3,"data/unkn1.RData",67,23,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 2-1",0.449478379858521,73,1.51721249981518,100,125,6,16,3,3,"data/unkn1.RData",7,5,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 1-5",0.230021298675065,27,4.94838370473551,125,125,5,9,3,3,"data/unkn1.RData",65,23,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 1-6",0.266280707238828,365,3.84067436754515,100,125,3,16,2,2,"data/unkn1.RData",42,18,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 1-3",0.325174380450404,137,6.80301577304387,137.5,125,4,14,2,2,"data/unkn1.RData",75,27,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 1-2",0.240970332539605,229,2.06765404984832,125,125,7,26,4,4,"data/unkn1.RData",38,14,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 1-2",0.280721430544058,356,5.24000598342757,100,125,5,14,3,3,"data/unkn1.RData",14,56,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 1-6",0.163307997690707,30,3.96352636946313,100,125,4,19,3,3,"data/unkn1.RData",90,36,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 2-2",0.173990379719421,373,4.58855718184459,100,125,2,13,2,2,"data/unkn1.RData",44,18,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 2-3",0.388933004515708,61,2.99382320349018,137.5,125,4,13,3,3,"data/unkn1.RData",57,37,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 2-5",0.41835360028468,202,1.7092930096715,125,125,6,16,2,2,"data/unkn1.RData",11,3,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 2-3",0.283858736949847,327,7.40452483839545,150,125,6,19,3,3,"data/unkn1.RData",105,45,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 2-2",0.350962810213625,53,1.32725778818146,175,125,7,23,3,3,"data/unkn1.RData",80,29,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 2-1",0.22882610512191,356,7.95328074433844,100,125,3,16,2,2,"data/unkn1.RData",103,43,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 2-5",0.0739366160387219,52,5.01309201925906,112.5,125,3,27,2,2,"data/unkn1.RData",71,21,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 2-2",0.113142796451171,398,2.35858065800586,112.5,125,1,11,1,1,"data/unkn1.RData",68,24,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 1-3",0.249851874022108,401,2.53575169949356,125,125,5,19,2,2,"data/unkn1.RData",39,15,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 2-6",0.180497787390098,12,5.24972064275609,112.5,125,5,12,3,3,"data/unkn1.RData",84,27,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 2-6",0.387005032012821,30,4.38066487726106,150,125,2,19,2,2,"data/unkn1.RData",72,22,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 2-6",0.256529093081244,184,0.525305377969716,175,125,8,19,3,3,"data/unkn1.RData",120,53,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 1-3",0.154156900764664,94,1.94819210139022,187.5,125,8,18,3,3,"data/unkn1.RData",87,33,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 1-5",0.225325824428836,291,1.46961768468939,100,125,5,17,2,2,"data/unkn1.RData",29,11,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 1-3",0.250917898700715,143,1.1623311217293,137.5,125,5,16,2,2,"data/unkn1.RData",99,45,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 1-4",0.238551448902954,19,2.53857821108649,125,125,5,15,2,2,"data/unkn1.RData",88,34,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 2-3",0.134839158729476,231,6.74183446646132,112.5,125,3,19,2,2,"data/unkn1.RData",45,13,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 1-5",0.271104917665404,379,3.51561571976123,100,125,4,8,3,3,"data/unkn1.RData",89,35,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 1-4",0.215542761118418,91,2.40273073746202,150,125,6,17,3,3,"data/unkn1.RData",100,46,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 1-1",0.24491592644311,76,2.23555437284845,137.5,125,9,17,4,4,"data/unkn1.RData",109,49,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 1-2",0.153043725718863,401,4.59422870189822,137.5,125,3,16,1,1,"data/unkn1.RData",26,8,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 2-1",0.446908012315159,31,0.44703413240127,137.5,125,8,23,3,3,"data/unkn1.RData",91,36,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 2-5",0.124578046967626,401,5.38701294736473,125,125,4,17,2,2,"data/unkn1.RData",95,34,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 2-2",0.184595282121516,107,3.47973907794137,162.5,125,5,20,2,2,"data/unkn1.RData",8,6,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 2-5",0.194919233788084,299,5.39357415208835,100,125,4,12,2,2,"data/unkn1.RData",107,47,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 1-4",0.321139287636121,393,2.50686721755411,125,125,5,20,3,3,"data/unkn1.RData",28,10,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 2-3",0.192492156703113,21,5.64977805692395,112.5,125,2,8,2,2,"data/unkn1.RData",21,60,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 1-2",0.388686987964782,299,5.88124351634258,100,125,9,11,6,6,"data/unkn1.RData",110,50,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 1-4",0.155714181024443,239,1.78539312233508,200,125,5,20,2,2,"data/unkn1.RData",76,28,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 1-6",0.140795084518397,356,1.38802135795005,100,125,6,19,3,3,"data/unkn1.RData",102,48,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 1-5",0.191102187257934,304,2.44912277485772,100,125,3,11,3,3,"data/unkn1.RData",101,47,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 2-2",0.34782246241971,365,1.9656292239279,162.5,125,3,16,3,3,"data/unkn1.RData",92,31,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 2-3",0.10236729675215,281,6.73165832278855,125,125,2,10,2,2,"data/unkn1.RData",117,50,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 2-6",0.434259939360952,234,1.9485718179485,100,125,4,13,2,2,"data/unkn1.RData",60,40,38,FALSE
"Ukn Bullet B-1","Br7 Bullet 2-3",0.115008452657692,33,7.8080085944509,125,125,1,17,1,1,"data/unkn1.RData",93,32,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 1-5",0.165718823627616,12,4.81489843879848,112.5,125,7,12,4,4,"data/unkn1.RData",41,17,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 2-5",0.16228871503436,100,1.36108031548548,100,125,3,18,2,2,"data/unkn1.RData",119,52,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 2-2",0.420551073641471,401,2.81967422121334,100,125,6,9,3,3,"data/unkn1.RData",32,9,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 2-4",0.367734114891585,186,1.68967849511263,150,125,10,13,4,4,"data/unkn1.RData",34,11,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 2-6",0.164479517586954,13,5.4405459995321,100,125,1,16,1,1,"data/unkn1.RData",36,7,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 1-5",0.217378829772202,16,3.37130255723168,100,125,7,12,6,6,"data/unkn1.RData",17,59,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 1-3",0.198212179296789,401,1.9508316594473,100,125,5,23,3,3,"data/unkn1.RData",63,21,38,FALSE
"Ukn Bullet B-1","Br10 Bullet 2-5",0.209848973168122,84,2.54571507204319,100,125,5,9,2,2,"data/unkn1.RData",23,57,38,FALSE
"Ukn Bullet B-1","Br6 Bullet 1-5",0.288870871343173,49,1.70937411474123,125,125,7,22,3,3,"data/unkn1.RData",77,29,38,FALSE
"Ukn Bullet B-1","Br3 Bullet 1-4",0.271127788832259,197,7.59385799300878,150,125,1,16,1,1,"data/unkn1.RData",40,16,38,FALSE
"Ukn Bullet B-1","Br9 Bullet 1-6",0.261209738653685,29,6.63759538425403,100,125,4,19,2,2,"data/unkn1.RData",114,54,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 1-3",0.390799600395473,391,1.18410149873675,137.5,125,8,13,2,2,"data/unkn1.RData",27,9,38,FALSE
"Ukn Bullet B-1","Br2 Bullet 2-1",0.35266956733131,99,1.43775967260344,100,125,5,23,2,2,"data/unkn1.RData",31,8,38,FALSE
"Ukn Bullet B-1","Br8 Bullet 1-2",0.276692713159154,33,4.11490641224935,100,125,3,12,1,1,"data/unkn1.RData",98,44,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 1-1",0.12689930437688,119,0.857758235791954,137.5,125,5,25,2,2,"data/unkn1.RData",61,19,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 1-4",0.297937931439166,137,1.16722778201402,100,125,7,17,3,3,"data/unkn1.RData",52,40,38,FALSE
"Ukn Bullet B-1","Br1 Bullet 1-3",0.379452639955618,203,1.9641932461468,100,125,5,12,2,2,"data/unkn1.RData",3,3,38,FALSE
"Ukn Bullet B-1","Br5 Bullet 2-3",0.169492957744592,11,5.67049325117137,112.5,125,2,18,1,1,"data/unkn1.RData",69,19,38,FALSE
"Ukn Bullet B-1","Br4 Bullet 1-1",0.352686679940859,58,2.66851970849322,100,125,4,13,3,3,"data/unkn1.RData",49,37,38,FALSE
"Ukn Bullet B-2","Br1 Bullet 1-4",0.259979322031782,144,1.25861537534527,100,175,5,20,2,2,"data/unkn2.RData",4,4,39,FALSE
"Ukn Bullet B-2","Br1 Bullet 1-6",0.216083737735085,167,2.57130026787636,100,175,4,11,2,2,"data/unkn2.RData",6,6,39,FALSE
"Ukn Bullet B-2","Br3 Bullet 2-2",0.152152568555296,23,7.10443119306493,100,175,3,17,2,2,"data/unkn2.RData",44,18,39,FALSE
"Ukn Bullet B-2","Br8 Bullet 2-2",0.222312568868889,64,3.22447625188763,162.5,175,6,11,3,3,"data/unkn2.RData",104,44,39,FALSE
"Ukn Bullet B-2","Br9 Bullet 1-5",0.31260003702682,272,0.45329034250307,212.5,175,7,20,2,2,"data/unkn2.RData",113,53,39,FALSE
"Ukn Bullet B-2","Br10 Bullet 1-3",0.310977375662556,219,6.18866099627949,100,175,5,7,5,5,"data/unkn2.RData",15,57,39,FALSE
"Ukn Bullet B-2","Br3 Bullet 2-3",0.209410776048316,1,7.31359306143678,112.5,175,4,20,2,2,"data/unkn2.RData",45,13,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 2-4",0.210443436832205,84,7.97509063054808,100,175,5,14,2,2,"data/unkn2.RData",70,20,39,FALSE
"Ukn Bullet B-2","Br8 Bullet 2-5",0.253966943163487,62,7.07602807773895,100,175,3,12,2,2,"data/unkn2.RData",107,47,39,FALSE
"Ukn Bullet B-2","Br7 Bullet 2-5",0.313117562910082,7,8.3781708900883,125,175,4,21,2,2,"data/unkn2.RData",95,34,39,FALSE
"Ukn Bullet B-2","Br6 Bullet 2-3",0.221771209336889,18,8.85721861598974,162.5,175,3,15,2,2,"data/unkn2.RData",81,30,39,FALSE
"Ukn Bullet B-2","Br7 Bullet 1-2",0.252555304418748,1,7.19007655114886,125,175,1,15,1,1,"data/unkn2.RData",86,32,39,FALSE
"Ukn Bullet B-2","Br8 Bullet 1-6",0.13414099533206,179,3.65744048146403,100,175,3,22,3,3,"data/unkn2.RData",102,48,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 1-5",0.0827479354748747,174,5.0240875076699,125,175,2,8,1,1,"data/unkn2.RData",65,23,39,FALSE
"Ukn Bullet B-2","Br3 Bullet 1-6",0.106922454435668,169,7.0518466598772,100,175,1,11,1,1,"data/unkn2.RData",42,18,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 1-4",0.165425204434833,305,1.65739985742209,150,175,4,18,3,3,"data/unkn2.RData",64,22,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 1-2",0.19658739150852,213,5.96480894592778,125,175,3,10,2,2,"data/unkn2.RData",62,20,39,FALSE
"Ukn Bullet B-2","Br8 Bullet 2-6",0.193226455374967,221,3.30940252935731,100,175,9,17,6,6,"data/unkn2.RData",108,48,39,FALSE
"Ukn Bullet B-2","Br6 Bullet 2-6",0.186865673405395,65,5.45356615310162,112.5,175,2,23,1,1,"data/unkn2.RData",84,27,39,FALSE
"Ukn Bullet B-2","Br9 Bullet 1-1",0.184271952539036,59,2.56189872753816,137.5,175,5,14,2,2,"data/unkn2.RData",109,49,39,FALSE
"Ukn Bullet B-2","Br6 Bullet 2-2",0.166618809184706,275,1.47406809211663,175,175,6,20,2,2,"data/unkn2.RData",80,29,39,FALSE
"Ukn Bullet B-2","Br10 Bullet 2-4",0.126999535850619,45,5.55440580138182,112.5,175,2,20,1,1,"data/unkn2.RData",22,56,39,FALSE
"Ukn Bullet B-2","Br3 Bullet 1-5",0.152142392660009,182,4.90989538911531,112.5,175,3,16,1,1,"data/unkn2.RData",41,17,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 2-2",0.131152758041109,1,5.55028728197565,112.5,175,4,26,2,2,"data/unkn2.RData",68,24,39,FALSE
"Ukn Bullet B-2","Br10 Bullet 2-3",0.217528869409643,41,5.73481115719426,112.5,175,4,23,2,2,"data/unkn2.RData",21,60,39,FALSE
"Ukn Bullet B-2","Br2 Bullet 1-6",0.296797401254327,119,2.84696955039738,112.5,175,4,20,2,2,"data/unkn2.RData",30,12,39,FALSE
"Ukn Bullet B-2","Br9 Bullet 2-2",0.219068357738119,239,2.92645570995804,150,175,4,20,2,2,"data/unkn2.RData",116,49,39,FALSE
"Ukn Bullet B-2","Br7 Bullet 2-2",0.125363295302037,12,2.74280226770858,162.5,175,5,15,3,3,"data/unkn2.RData",92,31,39,FALSE
"Ukn Bullet B-2","Br7 Bullet 2-3",0.213769991928053,16,7.58080955204205,125,175,5,30,2,2,"data/unkn2.RData",93,32,39,FALSE
"Ukn Bullet B-2","Br9 Bullet 1-4",0.248136550130336,89,6.90863317982634,125,175,2,16,2,2,"data/unkn2.RData",112,52,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 1-3",0.253735202808068,199,5.05141295014342,100,175,1,16,1,1,"data/unkn2.RData",63,21,39,FALSE
"Ukn Bullet B-2","Br7 Bullet 1-4",0.288682355796329,276,2.39300665530239,125,175,4,15,2,2,"data/unkn2.RData",88,34,39,FALSE
"Ukn Bullet B-2","Br9 Bullet 1-3",0.168158626193601,401,1.64426666441858,112.5,175,2,16,2,2,"data/unkn2.RData",111,51,39,FALSE
"Ukn Bullet B-2","Br1 Bullet 1-2",0.285311755476769,56,0.817939625118762,100,175,4,26,3,3,"data/unkn2.RData",2,2,39,FALSE
"Ukn Bullet B-2","Br4 Bullet 1-2",0.19557964562052,186,4.84353079332013,100,175,6,15,3,3,"data/unkn2.RData",50,38,39,FALSE
"Ukn Bullet B-2","Br1 Bullet 2-5",0.215399934191466,372,2.08039565650552,125,175,2,22,2,2,"data/unkn2.RData",11,3,39,FALSE
"Ukn Bullet B-2","Br2 Bullet 2-5",0.168572822187827,15,5.9829753711405,100,175,5,15,3,3,"data/unkn2.RData",35,12,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 2-3",0.177572321439281,50,5.41916892612803,112.5,175,2,21,2,2,"data/unkn2.RData",69,19,39,FALSE
"Ukn Bullet B-2","Br3 Bullet 1-4",0.272551459323001,4,7.21259241197466,150,175,2,13,2,2,"data/unkn2.RData",40,16,39,FALSE
"Ukn Bullet B-2","Br2 Bullet 2-1",0.151472903087068,323,1.36317550863245,100,175,5,20,2,2,"data/unkn2.RData",31,8,39,FALSE
"Ukn Bullet B-2","Br4 Bullet 1-5",0.316082155907895,1,5.88522814042723,100,175,1,15,1,1,"data/unkn2.RData",53,41,39,FALSE
"Ukn Bullet B-2","Br4 Bullet 2-6",0.353618687313971,86,2.02930732124619,100,175,2,21,2,2,"data/unkn2.RData",60,40,39,FALSE
"Ukn Bullet B-2","Br10 Bullet 2-1",0.346649792283784,1,7.69257906344926,100,175,3,22,2,2,"data/unkn2.RData",19,55,39,FALSE
"Ukn Bullet B-2","Br6 Bullet 2-5",0.206887495841606,30,3.43822112169741,100,175,7,15,2,2,"data/unkn2.RData",83,26,39,FALSE
"Ukn Bullet B-2","Br6 Bullet 1-1",0.185164792801497,401,2.99728337025573,100,175,3,16,3,3,"data/unkn2.RData",73,25,39,FALSE
"Ukn Bullet B-2","Br8 Bullet 1-3",0.121440182463712,401,1.28970493907217,137.5,175,2,21,2,2,"data/unkn2.RData",99,45,39,FALSE
"Ukn Bullet B-2","Br7 Bullet 1-3",0.372699507154626,270,1.28009287167552,187.5,175,6,26,3,3,"data/unkn2.RData",87,33,39,FALSE
"Ukn Bullet B-2","Br2 Bullet 1-4",0.370988691178232,218,2.18428731399167,125,175,7,13,3,3,"data/unkn2.RData",28,10,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 1-1",0.212029809848549,205,0.904812595426408,137.5,175,3,17,3,3,"data/unkn2.RData",61,19,39,FALSE
"Ukn Bullet B-2","Br8 Bullet 2-3",0.343382138750861,79,9.28560053006466,150,175,5,18,1,1,"data/unkn2.RData",105,45,39,FALSE
"Ukn Bullet B-2","Br5 Bullet 2-6",0.100880229642617,92,4.97656013807192,150,175,4,16,2,2,"data/unkn2.RData",72,22,39,FALSE
"Ukn Bullet B-2","Br9 Bullet 2-3",0.289111374863428,42,7.8923628842609,125,175,3,16,2,2,"data/unkn2.RData",117,50,39,FALSE
"Ukn Bullet B-2","Br7 Bullet 2-1",0.303000604418009,229,0.656424458523544,137.5,175,4,27,2,2,"data/unkn2.RData",91,36,39,FALSE
"Ukn Bullet B-2","Br10 Bullet 1-6",0.206244545700017,211,3.9727703052658,100,175,9,17,3,3,"data/unkn2.RData",18,60,39,FALSE
"Ukn Bullet B-2","Br2 Bullet 1-1",0.219207874900096,29,1.77477020561119,125,175,7,20,2,2,"data/unkn2.RData",25,7,39,FALSE
"Ukn Bullet B-2","Br7 Bullet 1-6",0.191625922743362,219,3.05222354637177,100,175,6,17,2,2,"data/unkn2.RData",90,36,39,FALSE
"Ukn Bullet B-2","Br6 Bullet 1-4",0.282314035878991,73,1.99395825955314,200,175,3,20,1,1,"data/unkn2.RData",76,28,39,FALSE
